,file_name,x_center_norm,y_center_norm,width_norm,height_norm
0,1.jpg,0.47544642857142855,0.5357142857142857,0.7544642857142857,0.9285714285714286
1,10.jpg,0.16517857142857142,0.4464285714285714,0.33035714285714285,0.5982142857142857
2,100.jpg,0.4709821428571429,0.453125,0.5491071428571429,0.65625
3,11.jpg,0.22991071428571427,0.4174107142857143,0.45982142857142855,0.5669642857142857
4,12.jpg,0.2611607142857143,0.4821428571428571,0.5223214285714286,0.7321428571428571
5,13.jpg,0.3526785714285714,0.5089285714285714,0.6339285714285714,0.5535714285714286
6,14.jpg,0.32589285714285715,0.453125,0.6428571428571429,0.8258928571428571
7,15.jpg,0.5535714285714286,0.5066964285714286,0.8928571428571429,0.42410714285714285
8,16.jpg,0.23660714285714285,0.4955357142857143,0.4732142857142857,0.4732142857142857
9,17.jpg,0.4977678571428571,0.4486607142857143,0.5401785714285714,0.5401785714285714
10,18.jpg,0.41964285714285715,0.46875,0.4642857142857143,0.5
11,19.jpg,0.4040178571428571,0.6205357142857143,0.5044642857142857,0.45535714285714285
12,2.jpg,0.35714285714285715,0.453125,0.7142857142857143,0.6383928571428571
13,20.jpg,0.5066964285714286,0.5379464285714286,0.7455357142857143,0.8794642857142857
14,21.jpg,0.25223214285714285,0.43973214285714285,0.5044642857142857,0.6830357142857143
15,22.jpg,0.6607142857142857,0.4642857142857143,0.5892857142857143,0.5892857142857143
16,23.jpg,0.2544642857142857,0.5022321428571429,0.49107142857142855,0.6830357142857143
17,24.jpg,0.6428571428571429,0.5803571428571429,0.5178571428571429,0.7410714285714286
18,25.jpg,0.30803571428571425,0.4888392857142857,0.6071428571428571,0.6919642857142857
19,26.jpg,0.33705357142857145,0.515625,0.65625,0.7098214285714286
20,27.jpg,0.31919642857142855,0.48660714285714285,0.6294642857142857,0.8660714285714286
21,28.jpg,0.578125,0.4776785714285714,0.6473214285714286,0.6517857142857143
22,29.jpg,0.29464285714285715,0.4866071428571428,0.5357142857142857,0.6696428571428571
23,3.jpg,0.39732142857142855,0.48214285714285715,0.7857142857142857,0.8035714285714286
24,30.jpg,0.5022321428571428,0.5424107142857143,0.7008928571428571,0.6919642857142857
25,31.jpg,0.328125,0.5491071428571428,0.6473214285714286,0.5267857142857143
26,32.jpg,0.6026785714285714,0.4419642857142857,0.7946428571428571,0.5446428571428571
27,33.jpg,0.625,0.5491071428571428,0.6607142857142857,0.5982142857142857
28,34.jpg,0.6272321428571429,0.4776785714285714,0.6116071428571429,0.5267857142857143
